Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Location_Encoded,Condition_Encoded,Garage_Binary,Predicted_Price
984,1013,2,2,3,1907,Rural,Fair,No,109332,1,1,0,560191.7239768759
985,2420,3,4,1,2005,Downtown,Fair,No,218377,0,1,0,506244.5120680544
986,4094,1,4,3,2017,Suburban,Good,No,92628,2,2,0,546244.0177447136
987,1909,4,3,2,2008,Rural,Fair,Yes,857784,1,1,1,541766.040078912
988,3690,1,3,1,1952,Suburban,Good,Yes,529898,2,2,1,505575.5489737739
989,4991,1,3,2,1971,Urban,Poor,Yes,919403,3,3,1,525705.740568318
990,2055,1,1,2,1903,Rural,Fair,No,101993,1,1,0,545493.940294557
991,1304,2,3,1,1990,Downtown,Poor,Yes,220458,0,3,1,513487.59162290563
992,1779,5,1,2,1999,Downtown,Excellent,Yes,939459,0,0,1,565954.0241957926
993,4077,2,2,1,1904,Urban,Fair,No,500281,3,1,0,506225.75328505144
994,3401,2,4,2,1996,Rural,Excellent,No,956644,1,0,0,528363.6332259482
995,1887,1,3,1,1948,Suburban,Excellent,Yes,528720,2,0,1,510969.9608691038
996,3261,2,4,3,1997,Downtown,Excellent,No,556357,0,0,0,554755.3459364385
997,3179,1,4,2,1929,Urban,Poor,Yes,58539,3,3,1,511740.44967062323
998,2606,5,3,1,1971,Urban,Good,No,182335,3,2,0,502226.9208853921
999,4723,4,3,2,2002,Rural,Poor,No,456521,1,3,0,531000.4952121506
1000,3268,1,2,2,1962,Rural,Poor,Yes,890249,1,3,1,540444.9376119995
1001,4453,5,1,2,1946,Downtown,Excellent,No,991902,0,0,0,555101.2183139733
1002,3686,4,1,1,1925,Urban,Fair,No,290310,3,1,0,518938.1580003561
1003,3780,3,4,3,1956,Suburban,Good,No,256873,2,2,0,539760.4569401634
1004,3073,1,3,3,1936,Urban,Excellent,Yes,361251,3,0,1,553875.0440589621
1005,3099,1,2,3,1997,Suburban,Good,No,999656,2,2,0,564237.5028157517
1006,4533,3,2,1,1906,Suburban,Poor,No,536476,2,3,0,503835.9280233812
1007,736,3,2,3,1939,Downtown,Good,Yes,998128,0,2,1,567894.5293438028
1008,1804,1,2,1,1991,Urban,Good,Yes,965672,3,2,1,518044.74598691415
1009,3930,3,2,2,1938,Suburban,Fair,No,411799,2,1,0,536469.2613614297
1010,1801,2,1,2,1961,Rural,Excellent,No,630420,1,0,0,554832.0860838084
1011,3041,4,1,3,2002,Suburban,Good,No,962133,2,2,0,575152.7700950702
1012,2551,4,1,1,1991,Rural,Good,Yes,155494,1,2,1,533246.4139988157
1013,941,4,3,2,1977,Rural,Poor,No,889411,1,3,0,529638.5252280042
1014,2576,2,4,1,1952,Urban,Poor,Yes,894445,3,3,1,491049.258198815
1015,3680,3,2,1,2013,Rural,Good,Yes,275997,1,2,1,525225.6682190846
1016,3157,5,3,2,2001,Suburban,Excellent,No,638085,2,0,0,536770.9521571492
1017,4298,3,2,1,1903,Rural,Good,No,101798,1,2,0,508743.8022077083
1018,1304,1,1,2,2005,Urban,Good,Yes,722010,3,2,1,553391.134263978
1019,574,4,3,2,1981,Downtown,Fair,No,469230,0,1,0,537961.4355786697
1020,2675,3,1,2,2007,Suburban,Excellent,No,650709,2,0,0,557229.9009046621
1021,4424,5,2,1,2011,Suburban,Fair,Yes,319578,2,1,1,524976.4998468473
1022,2589,1,2,2,1924,Urban,Excellent,No,866460,3,0,0,535139.0867372623
1023,540,2,4,1,1906,Urban,Excellent,Yes,640846,3,0,1,494379.25552298536
1024,2581,2,2,2,2001,Urban,Excellent,No,860763,3,0,0,543946.4443700599
1025,2122,5,1,2,1927,Urban,Fair,Yes,117573,3,1,1,547399.4569834003
1026,841,1,2,3,1968,Suburban,Fair,Yes,703761,2,1,1,568271.7677124746
1027,4552,4,4,3,1966,Downtown,Fair,No,517508,0,1,0,548457.5100002047
1028,2574,3,4,3,2007,Rural,Poor,Yes,227398,1,3,1,549827.3033757876
1029,1145,1,1,1,1994,Rural,Fair,Yes,395123,1,1,1,536302.4291676868
1030,4763,2,3,1,2010,Downtown,Poor,No,840555,0,3,0,510554.1906763766
1031,1109,5,2,2,2005,Downtown,Poor,No,328747,0,3,0,545371.1315722608
1032,954,5,4,2,2021,Downtown,Poor,No,378085,0,3,0,527369.1358099661
1033,3453,3,2,2,1919,Urban,Good,Yes,92597,3,2,1,533213.8447556512
1034,2208,5,2,2,1982,Suburban,Good,Yes,768598,2,2,1,543632.1024150535
1035,3972,5,3,1,2011,Suburban,Good,Yes,920670,2,2,1,512642.5026891287
1036,3469,1,4,2,2023,Suburban,Poor,No,485935,2,3,0,520938.0758028221
1037,3528,4,2,2,1910,Urban,Poor,Yes,797146,3,3,1,529728.2007818411
1038,3181,3,4,3,2003,Suburban,Excellent,Yes,353895,2,0,1,554292.0732658644
1039,4129,1,1,2,1966,Urban,Poor,No,962894,3,3,0,541480.9615636185
1040,4725,4,1,2,1986,Suburban,Good,Yes,136978,2,2,1,552914.2590193541
1041,3567,1,2,2,1906,Downtown,Poor,No,329837,0,3,0,532746.4528111994
1042,1886,1,4,1,1922,Rural,Poor,No,532757,1,3,0,489105.6275957153
1043,4276,5,2,3,1960,Rural,Excellent,No,218769,1,0,0,567880.595709078
1044,3366,4,4,2,1970,Urban,Poor,Yes,406668,3,3,1,516684.073164883
1045,3863,3,4,2,2009,Suburban,Fair,Yes,410013,2,1,1,528483.834139983
1046,4624,3,3,3,1933,Rural,Excellent,Yes,735352,1,0,1,558365.4260200292
1047,648,4,3,2,2005,Downtown,Poor,No,375969,0,3,0,535483.854598735
1048,4350,5,3,1,1918,Downtown,Poor,No,714882,0,3,0,500750.25047104026
1049,2558,2,2,2,1957,Downtown,Excellent,No,442619,0,0,0,546738.3973549107
1050,1636,1,3,1,1908,Urban,Poor,Yes,881838,3,3,1,496254.3364131579
1051,686,5,3,1,1947,Urban,Good,Yes,288078,3,2,1,504118.39329234883
1052,3354,4,1,2,2014,Suburban,Fair,Yes,290140,2,1,1,559170.4303769945
1053,1750,1,4,3,1981,Downtown,Fair,Yes,717481,0,1,1,554681.8709588738
1054,1833,3,4,1,1940,Suburban,Good,Yes,697659,2,2,1,495271.5260053745
1055,4693,2,3,3,1947,Suburban,Poor,No,457435,2,3,0,545619.0387850234
1056,4650,3,4,2,1944,Downtown,Poor,Yes,838049,0,3,1,520868.1255105761
1057,3211,4,1,1,2005,Suburban,Fair,No,93016,2,1,0,530709.5517500268
1058,2285,1,1,2,1924,Rural,Poor,No,493888,1,3,0,542618.5534332162
1059,1250,4,3,3,2015,Urban,Fair,Yes,336420,3,1,1,561294.6256198892
1060,2262,1,1,2,1977,Suburban,Fair,No,805247,2,1,0,551168.6652863887
1061,4420,5,4,2,2007,Downtown,Good,Yes,384384,0,2,1,530892.8578989762
1062,4960,2,2,1,1924,Urban,Fair,Yes,942724,3,1,1,511995.17410742014
1063,981,5,4,2,1918,Urban,Poor,No,236807,3,3,0,508020.84649977915
1064,653,5,2,2,1938,Suburban,Poor,Yes,592247,2,3,1,536698.548211286
1065,2024,4,3,2,2018,Rural,Excellent,Yes,602810,1,0,1,545424.0039589842
1066,2620,2,2,1,1978,Suburban,Poor,No,499303,2,3,0,512546.87023484765
1067,2843,1,1,3,1979,Rural,Excellent,No,453169,1,0,0,579971.8890289143
1068,1740,1,4,3,1926,Urban,Fair,No,76567,3,1,0,536897.0342604233
1069,560,3,2,2,2003,Suburban,Poor,No,503739,2,3,0,539932.5795100586
1070,1438,1,4,1,1973,Downtown,Good,No,112708,0,2,0,500176.7152257259
1071,2139,4,3,2,1962,Suburban,Good,No,176206,2,2,0,527485.4054534461
1072,4620,5,3,3,1967,Rural,Good,Yes,596848,1,2,1,557309.4416853567
1073,4726,5,1,1,2014,Rural,Fair,Yes,632678,1,1,1,537709.4445113325
1074,4069,5,3,3,1918,Suburban,Fair,Yes,700060,2,1,1,551999.4843260876
1075,1752,2,2,3,1927,Rural,Excellent,No,511365,1,0,0,564736.0533082425
1076,4703,1,3,1,1984,Urban,Good,Yes,357248,3,2,1,506210.57503796025
1077,671,4,1,1,2022,Suburban,Excellent,No,632093,2,0,0,536176.1905993791
1078,1958,2,4,2,2010,Rural,Excellent,Yes,286109,1,0,1,534351.2601671917
1079,4049,3,4,2,1977,Suburban,Poor,No,545951,2,3,0,515800.20432420186
1080,4697,4,3,3,1932,Suburban,Poor,Yes,336640,2,3,1,548050.0953880358
1081,2822,4,2,1,2011,Downtown,Good,No,788661,0,2,0,524185.91011214233
1082,2136,4,1,1,1909,Suburban,Fair,No,141257,2,1,0,520311.39094768086
1083,3615,5,2,2,1982,Downtown,Poor,No,53515,0,3,0,541817.8363582767
1084,4590,4,1,3,1929,Rural,Fair,No,578742,1,1,0,571491.7921066361
1085,3504,1,3,3,1921,Downtown,Excellent,Yes,287145,0,0,1,559758.4316518147
1086,829,4,1,2,1902,Downtown,Excellent,Yes,72873,0,0,1,555262.4848697733
1087,4140,5,1,1,2000,Downtown,Excellent,No,910352,0,0,0,537657.002446362
1088,4394,4,3,2,2004,Urban,Excellent,No,325871,3,0,0,533921.2576420848
1089,4607,3,2,2,1981,Downtown,Good,No,702664,0,2,0,543634.5197684708
1090,1841,3,3,2,1974,Suburban,Excellent,Yes,643358,2,0,1,537827.0030088036
1091,4163,5,1,2,1947,Downtown,Poor,No,935491,0,3,0,547597.3375586845
1092,715,1,3,1,1901,Suburban,Excellent,No,698852,2,0,0,502270.9291435322
1093,838,1,1,2,1975,Downtown,Fair,Yes,278497,0,1,1,560505.9685456776
1094,4562,2,3,1,1953,Urban,Poor,No,691501,3,3,0,496473.9380617879
1095,3208,5,4,2,1905,Rural,Fair,No,755339,1,1,0,516011.7787501649
1096,3652,4,4,3,2006,Downtown,Fair,Yes,599753,0,1,1,557164.5146438106
1097,2250,5,3,1,2022,Downtown,Good,No,234972,0,2,0,515845.5297959956
1098,2921,2,2,3,1939,Urban,Good,No,634087,3,2,0,555327.3761874706
1099,1209,5,1,2,2007,Downtown,Fair,Yes,560237,0,1,1,564498.0410169357
1100,4226,5,4,2,1992,Suburban,Fair,No,670417,2,1,0,522838.8556912937
1101,4142,2,2,2,2022,Downtown,Excellent,Yes,464546,0,0,1,557306.2103490126
1102,4493,1,1,1,1993,Downtown,Poor,No,713662,0,3,0,528474.1801041289
1103,988,4,4,3,1901,Rural,Excellent,No,419432,1,0,0,542503.6050319984
1104,546,2,4,1,1972,Rural,Good,No,293761,1,2,0,497960.19593408046
1105,3859,3,3,1,2010,Downtown,Good,No,292821,0,2,0,513610.31447726855
1106,900,1,1,2,1901,Urban,Excellent,No,62875,3,0,0,543129.7084470559
1107,4490,3,2,3,1992,Rural,Poor,Yes,601507,1,3,1,567265.1415005605
1108,3657,1,2,2,1996,Downtown,Fair,No,872614,0,1,0,547999.4220551383
1109,4845,4,2,1,1973,Rural,Excellent,No,785901,1,0,0,521701.5084717627
1110,890,4,1,2,1997,Downtown,Good,Yes,485485,0,2,1,560785.7552943666
1111,4353,5,2,3,2007,Rural,Poor,Yes,391925,1,3,1,569272.5010208655
1112,4930,3,2,2,1954,Rural,Good,No,56457,1,2,0,537890.2786863745
1113,1128,1,2,3,1971,Suburban,Poor,Yes,974253,2,3,1,563347.3567522353
1114,4732,4,3,3,2000,Downtown,Poor,No,83064,0,3,0,556997.0922327327
1115,3430,2,3,2,2017,Downtown,Poor,Yes,977325,0,3,1,539357.08003482
1116,2021,4,1,1,1959,Downtown,Excellent,Yes,689544,0,0,1,537577.7308723921
1117,1326,2,1,2,1996,Downtown,Excellent,No,934729,0,0,0,561535.6841988715
1118,2000,1,2,1,2010,Rural,Excellent,Yes,808947,1,0,1,530419.9838694104
1119,3794,4,3,1,1905,Suburban,Poor,No,259727,2,3,0,494208.3158208875
1120,2919,4,4,2,2007,Suburban,Poor,Yes,975168,2,3,1,523602.14587549213
1121,1434,1,4,1,2003,Urban,Good,Yes,210353,3,2,1,499674.90681183996
1122,3542,4,2,1,2008,Downtown,Fair,Yes,832351,0,1,1,530003.7503829832
1123,4997,2,2,2,1918,Urban,Excellent,No,286887,3,0,0,533670.6764863356
1124,1966,4,3,2,1995,Rural,Poor,No,475037,1,3,0,531271.7225839209
1125,4061,3,3,2,1926,Urban,Good,Yes,809129,3,2,1,523836.7825834632
1126,1114,5,3,1,1900,Downtown,Good,No,992151,0,2,0,502542.7523909942
1127,1682,2,1,3,2006,Suburban,Good,No,644206,2,2,0,575860.078863814
1128,3723,3,1,1,2015,Suburban,Excellent,No,263057,2,0,0,534082.2216318423
1129,3167,1,2,3,1932,Downtown,Excellent,Yes,526015,0,0,1,571058.4632355649
1130,630,2,1,2,1939,Rural,Fair,No,926611,1,1,0,550228.5446376394
1131,3483,5,3,3,1931,Downtown,Good,Yes,387088,0,2,1,556271.5997189163
1132,4778,5,3,2,1968,Rural,Excellent,Yes,139142,1,0,1,538867.443431602
1133,4959,1,1,2,1916,Suburban,Good,Yes,77603,2,2,1,544542.9269798385
1134,538,1,4,3,1907,Rural,Poor,Yes,882890,1,3,1,539082.5532937163
1135,4459,2,2,2,1956,Downtown,Good,Yes,120605,0,2,1,544599.6500235739
1136,4087,4,4,3,1941,Downtown,Fair,No,331767,0,1,0,545820.7735590618
1137,1420,1,2,2,1997,Downtown,Excellent,No,618728,0,0,0,551547.731151628
1138,3269,4,4,1,1908,Rural,Poor,Yes,918859,1,3,1,491252.0558633952
1139,4611,3,1,1,2019,Rural,Excellent,No,975208,1,0,0,536770.8529270906
1140,992,5,2,2,1986,Rural,Poor,No,405970,1,3,0,540696.9296876219
1141,1631,4,2,2,1934,Suburban,Good,No,339604,2,2,0,534459.0650223691
1142,4021,5,2,3,2013,Urban,Good,No,264117,3,2,0,563636.5053131516
1143,810,4,3,1,1970,Urban,Fair,No,788165,3,1,0,505247.7908469566
1144,1238,3,3,3,1978,Downtown,Fair,No,516727,0,1,0,560881.537568519
1145,3741,1,4,2,1952,Suburban,Poor,No,160373,2,3,0,512837.68731286685
1146,1045,3,1,2,1953,Rural,Fair,Yes,974069,1,1,1,555634.8396017017
1147,2961,1,3,3,1983,Downtown,Fair,Yes,317014,0,1,1,564373.4267815659
1148,4846,1,2,2,2013,Suburban,Fair,Yes,68909,2,1,1,548154.5288767266
1149,2304,5,3,1,1924,Downtown,Fair,No,321261,0,1,0,507364.22725034953
1150,3712,3,1,3,1966,Suburban,Good,No,299975,2,2,0,570707.9378076332
1151,4310,4,3,1,2023,Suburban,Fair,Yes,903906,2,1,1,516307.27840686205
1152,1313,3,2,1,1961,Urban,Good,No,668214,3,2,0,511263.94105098705
1153,4624,5,4,1,1954,Downtown,Good,No,487538,0,2,0,497343.4446824817
1154,2532,1,2,3,1945,Rural,Excellent,Yes,177463,1,0,1,570187.1013063903
1155,4913,5,1,2,1923,Urban,Good,Yes,151536,3,2,1,543300.3854031877
1156,744,2,4,1,1997,Urban,Good,Yes,856560,3,2,1,499397.09845532844
1157,771,2,3,1,1945,Rural,Fair,No,301981,1,1,0,507340.7547781849
1158,4011,4,3,1,1921,Suburban,Good,No,540533,2,2,0,498502.78585231694
1159,2271,5,3,2,1910,Rural,Poor,No,381145,1,3,0,521714.7259408621
1160,1762,4,4,2,1947,Downtown,Fair,Yes,836872,0,1,1,527600.5625624955
1161,2924,4,2,3,1907,Rural,Fair,Yes,230685,1,1,1,563579.1607647457
1162,4861,2,4,2,1938,Suburban,Fair,No,697779,2,1,0,516115.2970025529
1163,1420,4,4,3,2006,Rural,Excellent,Yes,979167,1,0,1,558018.8539148244
1164,3930,2,1,3,1934,Suburban,Fair,Yes,547275,2,1,1,573320.0687888765
1165,4935,1,4,3,1948,Suburban,Good,No,200619,2,2,0,538150.1904788136
1166,4984,5,3,3,1945,Downtown,Poor,Yes,655950,0,3,1,554695.4102543271
1167,3124,4,2,3,1937,Rural,Fair,Yes,810416,1,1,1,566880.8285735879
1168,4260,2,2,1,1907,Rural,Fair,Yes,50005,1,1,1,515508.5538428515
1169,2550,3,2,2,1953,Downtown,Poor,No,284152,0,3,0,538695.7736187241
1170,4000,4,3,1,1936,Suburban,Fair,No,319182,2,1,0,502772.26158319897
1171,1665,1,3,3,1990,Rural,Excellent,Yes,842846,1,0,1,565656.372783369
1172,875,1,3,2,1991,Downtown,Good,No,530875,0,2,0,535997.7859493482
1173,2533,3,3,1,1939,Suburban,Poor,No,905938,2,3,0,498389.2140407415
1174,645,2,3,1,1933,Downtown,Poor,No,913018,0,3,0,503465.23048414476
1175,4888,4,4,3,1995,Rural,Excellent,Yes,445822,1,0,1,555447.2616956251
1176,931,2,3,1,1978,Downtown,Good,No,852914,0,2,0,510999.0956559677
1177,1204,1,3,1,2007,Urban,Excellent,Yes,804189,3,0,1,515297.4592827209
1178,3132,2,3,1,1916,Suburban,Good,Yes,252945,2,2,1,501868.48086879915
1179,4994,1,3,1,1932,Urban,Excellent,No,608236,3,0,0,501538.1710365816
1180,1463,2,2,1,1946,Urban,Fair,Yes,402131,3,1,1,515816.7058941424
1181,2734,3,3,3,2009,Suburban,Excellent,No,272873,2,0,0,561214.8752347847
1182,2541,5,4,3,1951,Suburban,Poor,No,272322,2,3,0,537362.9927739284
1183,2328,3,4,1,2017,Downtown,Poor,Yes,70875,0,3,1,506335.7305375124
1184,2608,3,4,3,1979,Suburban,Poor,Yes,325201,2,3,1,544081.511090484
1185,4568,5,1,3,1992,Urban,Excellent,No,82400,3,0,0,576145.0045085244
1186,1438,5,2,2,1908,Urban,Poor,No,514674,3,3,0,526582.4857992015
1187,1306,4,3,1,1932,Rural,Poor,No,118607,1,3,0,500784.5947020182
1188,1963,4,1,3,1959,Suburban,Fair,No,923993,2,1,0,573300.4823882614
1189,3915,3,3,3,2012,Urban,Fair,Yes,339647,3,1,1,559799.8565339628
1190,510,3,1,1,1992,Rural,Good,Yes,466981,1,2,1,534010.6929487858
1191,2368,1,1,2,1976,Rural,Good,Yes,151096,1,2,1,554875.1735726764
1192,1384,1,4,1,1920,Downtown,Good,No,620900,0,2,0,494228.7310508078
1193,4064,4,4,2,1957,Urban,Excellent,Yes,934750,3,0,1,522679.74201791495
1194,1889,4,1,1,1984,Downtown,Good,Yes,311538,0,2,1,535291.9360658829
1195,3901,1,4,1,1968,Urban,Excellent,Yes,134335,3,0,1,499937.15378952905
1196,4821,1,1,1,1909,Downtown,Excellent,Yes,413133,0,0,1,530472.6051076931
1197,1324,2,2,1,1905,Downtown,Good,No,667300,0,2,0,512558.6935131792
1198,2765,2,4,2,2019,Suburban,Good,Yes,131748,2,2,1,527323.281915219
1199,1436,1,4,2,2014,Downtown,Excellent,Yes,976932,0,0,1,537449.051183747
1200,3300,2,4,3,2020,Suburban,Fair,Yes,736779,2,1,1,553452.1357988972
1201,3053,5,2,1,1912,Rural,Poor,Yes,115195,1,3,1,511781.70709947776
1202,4345,4,1,2,1964,Urban,Poor,No,779055,3,3,0,541570.8797057456
1203,2296,4,3,2,1919,Rural,Poor,No,664134,1,3,0,522585.9555319939
1204,553,1,4,2,1956,Urban,Fair,Yes,676692,3,1,1,520942.29932734836
1205,1226,3,1,1,2010,Rural,Excellent,No,351286,1,0,0,537058.1935460035
1206,3236,1,2,3,1945,Urban,Good,No,835608,3,2,0,555749.3019456625
1207,3670,2,3,2,1907,Downtown,Excellent,No,121540,0,0,0,530748.4335910281
1208,2413,3,4,1,1909,Urban,Excellent,No,743649,3,0,0,490273.5962432334
1209,2096,2,2,2,1972,Urban,Good,Yes,389092,3,2,1,539571.3729649475
1210,2414,5,2,2,2012,Rural,Fair,No,895383,1,1,0,548230.4623515727
1211,2966,2,3,3,2004,Rural,Poor,No,61755,1,3,0,555281.3858420824
1212,3237,5,1,2,1966,Rural,Poor,Yes,827203,1,3,1,551369.932466639
1213,1349,5,4,2,1910,Suburban,Excellent,Yes,430129,2,0,1,521142.27329829684
1214,2609,2,4,1,1911,Suburban,Fair,Yes,658841,2,1,1,494150.64768641384
1215,502,2,1,1,1909,Urban,Poor,Yes,184962,3,3,1,516798.9340062467
1216,4755,5,1,3,1924,Urban,Fair,No,930808,3,1,0,565839.1525963604
1217,4569,3,1,1,1948,Downtown,Good,Yes,306760,0,2,1,530075.0188185105
1218,1392,5,3,1,1948,Downtown,Excellent,No,67175,0,0,0,512993.52818525705
1219,2530,4,3,3,1988,Urban,Excellent,No,902119,3,0,0,556481.5949348086
1220,3660,5,4,2,1910,Suburban,Fair,Yes,921415,2,1,1,517678.14271531126
1221,2876,3,3,3,1961,Urban,Poor,Yes,531503,3,3,1,549303.6899445361
1222,2433,4,2,1,2017,Downtown,Fair,No,800071,0,1,0,527587.0970569965
1223,1880,1,4,3,1935,Suburban,Good,No,729648,2,2,0,537860.2370611716
1224,4181,1,3,2,1938,Suburban,Poor,Yes,96629,2,3,1,524880.0812699196
1225,1790,3,1,3,1952,Downtown,Poor,Yes,691067,0,3,1,576309.2337315612
1226,2140,5,2,1,1989,Urban,Fair,Yes,228872,3,1,1,520797.251345078
1227,3182,2,1,1,1977,Rural,Good,No,742727,1,2,0,527305.4058533219
1228,1487,3,4,3,2002,Urban,Poor,No,520970,3,3,0,540666.6864727669
1229,1718,4,1,2,1955,Urban,Excellent,Yes,380657,3,0,1,553151.2758922301
1230,1855,4,3,3,2003,Downtown,Good,No,657050,0,2,0,561016.5970562949
1231,4765,1,3,2,1900,Suburban,Poor,Yes,210094,2,3,1,520376.1705671453
1232,4635,4,4,2,1955,Downtown,Fair,No,774689,0,1,0,523540.95690643025
1233,2060,3,1,3,2017,Urban,Poor,No,969163,3,3,0,571930.9110654764
1234,1918,4,4,2,1903,Rural,Excellent,Yes,107941,1,0,1,522581.9842657705
1235,1454,3,1,1,1929,Rural,Good,Yes,355617,1,2,1,526552.9875211719
1236,1483,2,2,3,1911,Rural,Poor,Yes,760958,1,3,1,559166.0170541964
1237,1474,1,3,2,2019,Downtown,Excellent,No,66040,0,0,0,544072.8436323915
1238,4633,4,4,1,1934,Suburban,Poor,No,119806,2,3,0,487220.06630618364
1239,4472,3,2,3,1976,Downtown,Poor,Yes,718646,0,3,1,568049.6068228872
1240,1413,5,2,1,1951,Rural,Good,No,250211,1,2,0,515523.63751290576
1241,536,1,4,1,1930,Urban,Fair,Yes,686364,3,1,1,494374.9123291528
1242,3887,2,4,1,2001,Suburban,Fair,No,105916,2,1,0,499938.6712018917
1243,2211,3,2,2,2006,Downtown,Excellent,Yes,722960,0,0,1,556379.1577061046
1244,3520,2,1,3,1986,Downtown,Excellent,No,445507,0,0,0,583212.1851334928
1245,1295,2,2,3,1967,Suburban,Excellent,No,456339,2,0,0,566836.9610331682
1246,4536,4,4,2,1951,Suburban,Good,No,840243,2,2,0,515393.68894313206
1247,3611,4,2,3,1979,Urban,Fair,No,605564,3,1,0,562408.3338927267
1248,1824,3,1,1,1906,Suburban,Excellent,Yes,235217,2,0,1,526393.120598935
1249,817,5,3,3,1921,Urban,Excellent,No,917481,3,0,0,549727.2603231684
1250,2896,3,3,2,1992,Rural,Poor,Yes,251750,1,3,1,534300.1523252464
1251,2662,5,2,1,1974,Rural,Poor,Yes,269854,1,3,1,518914.269717978
1252,3245,2,1,2,1955,Downtown,Excellent,Yes,796403,0,0,1,560037.2781526188
1253,2091,1,3,1,1996,Rural,Poor,Yes,994218,1,3,1,511148.69103216485
1254,3611,3,2,1,1957,Rural,Poor,No,761045,1,3,0,512513.1969735522
1255,4430,3,2,3,1992,Urban,Poor,Yes,717554,3,3,1,562129.3391261273
1256,2496,5,1,1,1963,Downtown,Good,No,385206,0,2,0,528969.9927957463
1257,1812,2,4,2,2022,Suburban,Excellent,No,200434,2,0,0,529322.9358166462
1258,1785,2,2,3,2002,Downtown,Excellent,No,890931,0,0,0,575749.127613925
1259,4811,5,4,2,1911,Rural,Poor,No,620569,1,3,0,510919.46483060264
1260,2883,2,4,1,1906,Suburban,Good,Yes,881284,2,2,1,490906.2744255106
1261,3739,4,3,2,2022,Downtown,Poor,No,836408,0,3,0,536210.4434688919
1262,2639,1,4,2,1954,Downtown,Good,Yes,827981,0,2,1,525077.695561886
1263,2204,3,1,1,2002,Downtown,Excellent,No,554869,0,0,0,538360.8244956197
1264,862,1,3,3,2005,Downtown,Poor,No,753196,0,3,0,558649.307094886
1265,3104,3,3,2,1961,Urban,Excellent,Yes,578883,3,0,1,533298.1551705955
1266,2216,4,3,1,2011,Downtown,Good,No,670218,0,2,0,514487.080242944
1267,4951,2,2,3,1989,Rural,Fair,No,196474,1,1,0,567912.9489257595
1268,4786,5,2,3,2003,Rural,Good,No,311745,1,2,0,567375.1901647352
1269,4238,4,4,3,1972,Urban,Fair,No,770643,3,1,0,541515.5986511064
1270,2969,1,3,2,2004,Suburban,Excellent,No,404820,2,0,0,536650.1692207882
1271,1056,5,3,2,1997,Suburban,Excellent,Yes,748083,2,0,1,540984.3388453647
1272,1325,2,1,2,2008,Rural,Poor,No,232394,1,3,0,552580.1008751297
1273,3308,4,4,3,1976,Rural,Fair,No,752124,1,1,0,547482.3416890518
1274,3219,5,1,2,1954,Urban,Good,Yes,468127,3,2,1,547442.5598495525
1275,4008,4,4,1,2018,Suburban,Excellent,No,796648,2,0,0,504648.0963869424
1276,4241,4,4,2,1935,Suburban,Fair,Yes,855837,2,1,1,520137.57713119
1277,2074,2,2,2,1988,Downtown,Good,No,108122,0,2,0,545263.5868340599
1278,4498,3,2,3,1923,Downtown,Fair,No,804849,0,1,0,563366.4281045935
1279,2629,5,1,2,1943,Downtown,Good,Yes,282661,0,2,1,554168.8018111229
1280,2903,2,4,1,1916,Urban,Good,No,703197,3,2,0,485588.91874361644
1281,3829,4,3,3,1901,Rural,Good,No,315591,1,2,0,546191.5290360547
1282,1088,2,2,1,1912,Urban,Good,Yes,234215,3,2,1,509555.8390741112
1283,2512,3,3,3,1930,Suburban,Fair,Yes,60662,2,1,1,553683.8285290711
1284,2047,5,1,3,1992,Rural,Fair,No,506217,1,1,0,579696.7358440259
1285,794,3,2,2,2013,Downtown,Poor,Yes,632570,0,3,1,549984.1038666135
1286,2485,1,2,1,1927,Urban,Fair,No,448115,3,1,0,509295.0646429957
1287,3617,5,4,3,1959,Urban,Fair,Yes,865014,3,1,1,544279.364576113
1288,2190,3,1,2,1926,Downtown,Poor,No,641759,0,3,0,545725.1725338864
1289,1636,4,4,3,1914,Urban,Fair,Yes,697801,3,1,1,539840.1714264377
1290,2564,5,2,3,1994,Downtown,Good,Yes,223285,0,2,1,573651.4209100653
1291,4955,5,1,3,2003,Suburban,Excellent,Yes,681866,2,0,1,583670.9160666118
1292,1507,2,2,3,1978,Rural,Excellent,Yes,912303,1,0,1,574430.1273787064
1293,3014,4,1,3,1932,Suburban,Poor,Yes,657493,2,3,1,568560.3414674045
1294,4026,1,2,3,1919,Suburban,Fair,Yes,910513,2,1,1,561529.4642231858
1295,1747,3,3,2,1941,Downtown,Fair,Yes,942215,0,1,1,536729.6230552511
1296,4402,2,3,3,1911,Urban,Poor,Yes,284631,3,3,1,542953.622450501
1297,1935,3,4,1,2000,Suburban,Excellent,Yes,133805,2,0,1,507141.353069388
1298,1071,1,3,2,1972,Suburban,Good,No,174698,2,2,0,528623.8634940892
1299,2882,1,2,1,1922,Suburban,Fair,Yes,218902,2,1,1,515015.25017806666
1300,1745,5,2,3,1971,Urban,Poor,No,974570,3,3,0,557205.2761952195
1301,2584,1,3,1,1995,Urban,Good,Yes,60712,3,2,1,508263.72892418155
1302,777,3,4,3,2011,Downtown,Poor,No,393671,0,3,0,549691.3996182561
1303,2387,4,3,3,1913,Suburban,Poor,No,965885,2,3,0,542941.7069989636
1304,1765,4,1,2,1990,Rural,Poor,Yes,701176,1,3,1,554505.7439368146
1305,1540,5,1,2,1924,Urban,Excellent,Yes,806686,3,0,1,549861.2572240646
